g68_test_result.dt,g68_test_result.platform,g68_test_result.forum_name,g68_test_result.brand,g68_test_result.car_series,g68_test_result.car_model,g68_test_result.content_id,g68_test_result.content_type,g68_test_result.content,g68_test_result.energy_type,g68_test_result.driven_kiloms,g68_test_result.url,g68_test_result.nlp_level_1,g68_test_result.nlp_level_2,g68_test_result.nlp_level_3,g68_test_result.nlp_level_4,g68_test_result.nlp_matched_key,g68_test_result.nlp_summaries,g68_test_result.nlp_rating,g68_test_result.nlp_total_score,g68_test_result.nlp_extra_data,g68_test_result.nlp_time,g68_test_result.nlp_unique_id,g68_test_result.nlp_sentiment
2024-05-09,懂车帝,,宝马,宝马5系,G68,7366608168426390308,comment,我觉得新五系很帅啊 我只是买不起,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,1491378507553548220_1_1,positive
2024-05-24,autohome,宝马5系论坛,宝马,宝马5系,G68,108265862-1445612352,comment,很好开,油车,NULL,http://club.autohome.com.cn/bbs/thread/b56e21fadc7133ca,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,1501541401610255958_1_1,positive
2024-01-20,懂车帝,,宝马,宝马5系,G68,7325780169032008488,comment,新5来一发[呲牙]，后排大屏太大了,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1548197458846164656_1_1,negative
2024-05-17,懂车帝,,宝马,宝马5系,G68,7369826312296825619,comment,在我看来，真的是丑影响了销量。东莞路上还没见过新5。这都上市半年了快。新E见过很多次了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1562855204087846604_1_1,positive
2024-05-30,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445925553,comment,兄弟我宝马粉，我只能说这一代五系外观确实丑，操控没开过不评论个人眼光不同吧,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1583229587981162742_1_1,negative
2024-05-29,autohome,宝马5系论坛,宝马,宝马5系,G68,108285946-1445883489,comment,简配了侧腮，简配了排气,油车,NULL,http://club.autohome.com.cn/bbs/thread/be17ffcb7b8ce9c8,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1583413591044218726_1_1,positive
2024-05-16,autohome,宝马5系论坛,宝马,宝马5系,G68,108235957-1445218685,comment,实在欣赏不来,油车,NULL,http://club.autohome.com.cn/bbs/thread/42f451ecbb556a3a,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1625750367657025823_1_1,positive
2024-03-21,懂车帝,,宝马,宝马5系,G68,7348359379093504795,comment,新5系，肯定还再辉煌了，设计连3系都不如！BBA要改为BAB了！,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1656468449944214352_1_1,positive
2024-04-05,autohome,宝马5系论坛,宝马,宝马5系,G68,107945911-1443042708,comment,老车越来越少咯！我的也19.7几万公里了,油车,NULL,http://club.autohome.com.cn/bbs/thread/a93ec0f540b5e6b5,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,1750902804554869331_1_1,neutral
2024-02-09,懂车帝,,宝马,宝马5系,G68,7333240982559834907,comment,请问新五系的宝华和沃尔沃的宝华哪个好点,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,1757032419869513293_1_1,positive
2024-04-08,懂车帝,,宝马,宝马5系,G68,7355073479240336164,comment,新五系真他娘娘丑,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:27,-4651682127853692792_1_1,negative
2024-05-02,autohome,宝马i5论坛,宝马,宝马i5,G68,108149429-1444473803,comment,这熊占的地方不小啊哈哈哈,电车,NULL,http://club.autohome.com.cn/bbs/thread/feaa6f75d4f88c6a/108149429-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-4629615804686568436_1_1,negative
2024-05-20,autohome,宝马5系论坛,宝马,宝马5系,G68,108228285-1445429321,comment,哈哈，我天天见，隔壁车位的邻居提了一辆i5，实车看看也还好，不是很难看,油车,NULL,http://club.autohome.com.cn/bbs/thread/6ae903f0a19215d6,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-4626586528435791036_1_1,positive
2024-01-28,懂车帝,,宝马,宝马5系,G68,7328982272823067427,comment,新5系更商务了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-4580682711052122944_1_1,positive
2024-05-19,懂车帝,,宝马,宝马5系,G68,7370373021246669595,comment,上奔驰E300l立标，新5系屁股太丑，A6要换代，E除了贵点排面 档次 颜值都有了,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-4560209543970139100_1_1,negative
2024-04-03,懂车帝,,宝马,宝马5系,G68,7353464227606217526,comment,新5系是真丑[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-4556673580330550800_1_1,negative
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446507234,comment,这屁股的线条简直了,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-4527122096029506857_1_1,negative
2024-05-27,懂车帝,,宝马,宝马5系,G68,1800198127005892,content,准备入手新款530尊享 4s店分期落地49w（加购置税 保险 装潢） 没算利息 首付20w 贷30w 想问下能不能入 还是再等等,油车,NULL,https://www.dongchedi.com/ugc/article/1800198127005892,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-4420930799405624701_1_1,neutral
2024-04-09,autohome,宝马5系论坛,宝马,宝马5系,G68,107975797-1443289719,comment,前天去4S店看了标轴的还算协调，国产加长后由于车尾短显得极不协调，而且镀铬C柱那个5真得是画蛇添足，奇丑无比。同意的点赞。,油车,NULL,http://club.autohome.com.cn/bbs/thread/1e8f540ab498bebc,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-4397287460282901050_1_1,positive
2024-01-16,懂车帝,,宝马,宝马5系,G68,7324498569972073225,comment,第一年想50内全款买新530怕是不现实,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-4379594846209886203_1_1,negative
2024-03-16,autohome,宝马5系论坛,宝马,宝马5系,G68,107793786-1441739371,comment,大众曝光这么多年了，到现在销量也没见差啊。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5e78128a3768c665,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-4376138207205723049_1_1,positive
2024-05-13,autohome,宝马5系论坛,宝马,宝马5系,G68,108217246-1445031825,comment,新5国内版本也开这个提醒了？这功能早有了，但国产版的应该基本都没开，我看X3是有图标提醒但不会报警。这个功能要想改变，我记得是可以刷隐藏，不过流行的刷隐藏的XX宝不一定能，我印象中bimmercode里看到过此选项,油车,NULL,http://club.autohome.com.cn/bbs/thread/5cae29577edf775e,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-4362021090180397167_1_1,positive
2024-01-30,autohome,宝马5系论坛,宝马,宝马5系,G68,107497464-1439141175,comment,尊享要55个？,油车,NULL,http://club.autohome.com.cn/bbs/thread/a1bd5208ed1ff76d,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,-4327616646583153778_1_1,positive
2024-04-20,autohome,宝马5系论坛,宝马,宝马5系,G68,108055296-1443863299,comment,还是忍不住想说真丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/9d7cc8f4be2622f6,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:43,-4325563199283518461_1_1,negative
2024-04-15,懂车帝,,宝马,宝马5系,G68,1796375878803587,content,宝马 新款525现在怎么样呢？,油车,NULL,https://www.dongchedi.com/ugc/article/1796375878803587,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,-4304392572678507125_1_1,neutral
2024-06-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446603065,comment,不喷你不足以平民愤。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,-4257037544611792264_1_1,positive
2024-04-08,懂车帝,,宝马,宝马5系,G68,7355129364461257510,comment,新款5系丑爆,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4188086834208279171_1_1,negative
2024-06-01,autohome,宝马5系论坛,宝马,宝马5系,G68,108348953-1446066798,comment,简单就是扯***D淡，丑就是丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/2523457a958f13f8,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4181252502888210186_1_1,negative
2024-01-26,autohome,宝马5系论坛,宝马,宝马5系,G68,107471408-1438922679,comment,i5不是油改电，但是新5系像电改油,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ff6e655cf554f1c,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4154840525030654657_1_1,positive
2024-05-31,autohome,宝马i5论坛,宝马,宝马i5,G68,108262083-1446001722,comment,我比BMW懂系列,电车,NULL,http://club.autohome.com.cn/bbs/thread/d1444bc024a65dda/108262083-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,-4124085998594269387_1_1,neutral
2024-02-21,autohome,宝马5系论坛,宝马,宝马5系,G68,107613014,content,新5系车友群已建好，欢迎全国各地尊贵的BWM新5系车主进群🎉,油车,NULL,http://club.autohome.com.cn/bbs/thread/b80a15b288aaca53,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,-4053461384306343830_1_1,positive
2024-04-19,懂车帝,,宝马,宝马5系,G68,7359155538607358730,comment,新5外观真的一言难尽,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-4024881198119812518_1_1,positive
2024-03-22,懂车帝,,宝马,宝马5系,G68,7348895259255898916,comment,最后一张乍一看新5,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-4022996452107100006_1_1,positive
2024-06-02,autohome,宝马5系论坛,宝马,宝马5系,G68,108273873-1446095923,comment,目前手头有m5（12年），525li（22年），m4（24年），还不觉得525li有问题，可能年限不够久吧，国产也还好，不是一定要买进口的,油车,NULL,http://club.autohome.com.cn/bbs/thread/aacceaf76663bea5,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:52,-3999747003080758728_1_1,neutral
2024-05-26,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445703503,comment,不喜不喷,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:52,-3983445435968355772_1_1,negative
2024-04-05,懂车帝,,宝马,宝马5系,G68,7354114091793236773,comment,新5在这个级别设计成那个卵样有人买才怪，买的人品位得差成啥样,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:52,-3979585015075554442_1_1,neutral
2024-03-25,懂车帝,,宝马,宝马5系,G68,7349941761563034394,comment,就新五系外形来说，喜欢蜥蜴这类动物的朋友应该能够接受[我想静静],油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,-3912149515043488677_1_1,positive
2024-03-16,autohome,宝马5系论坛,宝马,宝马5系,G68,107793786-1441742415,comment,就这曝光能影响什么？你想多了，只不过新5系的外观确实难买，外观好一点销量一样杠杠的，该买的还是会买,油车,NULL,http://club.autohome.com.cn/bbs/thread/5e78128a3768c665,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,-3815219250484806892_1_1,positive
2024-06-04,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446178338,comment,漂亮。买自己喜欢的车，让键盘侠嫉妒去吧。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,-3722344474285951506_1_1,positive
2024-01-25,autohome,宝马5系论坛,宝马,宝马5系,G68,107467886-1438894370,comment,实车看看再说,油车,NULL,http://club.autohome.com.cn/bbs/thread/40f0380af3378127,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,-3701805605447220130_1_1,positive
2024-04-05,懂车帝,,宝马,宝马5系,G68,7354219590794822427,comment,新5？来证据,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,2311547346128355559_1_1,positive
2024-05-26,autohome,宝马i5论坛,宝马,宝马i5,G68,108262083-1445713100,comment,这代5系最大的问题是 外观丑，无关乎 定价。纯电3系的钜惠 也没影响 燃油3系。,电车,NULL,http://club.autohome.com.cn/bbs/thread/d1444bc024a65dda/108262083-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,2356347256341254980_1_1,negative
2024-01-25,懂车帝,,宝马,宝马5系,G68,1789042112950283,content,全新宝马5系今晚发布预售价，继续竞猜！ 每人说一个燃油版、纯电版的各自最低配价格，请注意顺序是先燃油再纯电，最低配价格，每人只能回答一次，多回答没用。晚上价格发布后我按时间顺序找。,油车,NULL,https://www.dongchedi.com/ugc/article/1789042112950283,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,2389317204061863502_1_1,negative
2024-05-23,懂车帝,,宝马,宝马5系,G68,7372085075422429979,comment,但从外观来说，新款525是真的丑，A7L是真的帅。,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,2475284501059919368_1_1,neutral
2024-05-09,懂车帝,,宝马,宝马5系,G68,7366809186887582476,comment,新5系太丑了,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,2480730154259276475_1_1,negative
2024-01-24,autohome,宝马5系论坛,宝马,宝马5系,G68,107461723-1438838843,comment,请问一下五系版主找哪位啊。,油车,NULL,http://club.autohome.com.cn/bbs/thread/586358df2da5ea97/107461723-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:50,2493846946435798490_1_1,neutral
2024-03-21,autohome,宝马5系论坛,宝马,宝马5系,G68,107833683-1442137168,comment,好多钱？,油车,NULL,http://club.autohome.com.cn/bbs/thread/5cd3f045a64d006c,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,2512531440557130957_1_1,neutral
2024-02-22,懂车帝,,宝马,宝马5系,G68,1791600442052611,content,新530落地大概多少,油车,NULL,https://www.dongchedi.com/ugc/article/1791600442052611,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,2521416102465469064_1_1,positive
2024-06-07,懂车帝,,宝马,宝马5系,G68,7377450538641965851,comment,我虽然是22款5系车主。但我依然想说，新5丑爆了。看销量就知道了，以前每个月销量上万多，现在都不超4千销量。[我想静静][我想静静][我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:52,2585360230610446474_1_1,negative
2024-03-27,懂车帝,,宝马,宝马5系,G68,7350925499151090486,comment,在路上还真没看到新款5系,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,2644207894330394629_1_1,positive
2024-06-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108362701-1446600980,comment,兰花指走起,油车,NULL,http://club.autohome.com.cn/bbs/thread/66d951baa42a2597,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,2787027094241856762_1_1,neutral
2024-05-14,懂车帝,,宝马,宝马i5,G68,7368503797863727913,comment,新5系真的丑出天际,电车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,7429788153634218400_1_1,negative
2024-03-12,懂车帝,,宝马,宝马i5,G68,7345201891930227482,comment,新的设计语言放旅行车上比放新五系上好看多了，不过比这奥迪和奔奔的还差了一点,电车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,7486636056108746119_1_1,neutral
2024-05-22,autohome,宝马5系论坛,宝马,宝马5系,G68,108285946-1445514438,comment,本着实事求是的严谨态度，第3条说的不对。G60/68不是G70，换挡可不是什么二氧化硅材质，而是正正经经的ABS塑料,油车,NULL,http://club.autohome.com.cn/bbs/thread/be17ffcb7b8ce9c8,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,7568684652474922562_1_1,neutral
2024-04-14,autohome,宝马5系论坛,宝马,宝马5系,G68,108009983-1443549514,comment,三月份销量3800 A6子 16000多，马儿自己把自己玩死了，可惜，恨铁不成钢啊,油车,NULL,http://club.autohome.com.cn/bbs/thread/201887be546902a6,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,7578560173625006121_1_1,negative
2024-06-01,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446046449,comment,新5系和理想买噶堪称汽车设计的哼哈二将,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,7607345282521019237_1_1,positive
2024-01-26,懂车帝,,宝马,宝马5系,G68,7328023427439706943,comment,宝马新5宝华选装竟然只要6000 无敌！,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7635236353101585569_1_1,positive
2024-01-26,懂车帝,,宝马,宝马5系,G68,7328021326110114610,comment,宝马新5宝华选装竟然只要6000 无敌！,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7635236353101585569_1_1,positive
2024-06-11,autohome,宝马5系论坛,宝马,宝马5系,G68,108399840-1446546954,comment,价格怎么样了,油车,NULL,http://club.autohome.com.cn/bbs/thread/badc248ccc118ec5/108399840-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7640187435123386601_1_1,neutral
2024-02-21,autohome,宝马5系论坛,宝马,宝马5系,G68,107613014-1440145092,comment,怎么进群,油车,NULL,http://club.autohome.com.cn/bbs/thread/b80a15b288aaca53,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7656272184225722685_1_1,neutral
2024-03-31,autohome,宝马5系论坛,宝马,宝马5系,G68,107914398-1442786593,comment,自来水肯定不行，杂质太多，就算应急也应该加娃哈哈一类的纯净水。,油车,NULL,http://club.autohome.com.cn/bbs/thread/717d32c030ba83d0,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7663443326330324358_1_1,negative
2024-05-17,懂车帝,,宝马,宝马i5,G68,7369963270952043276,content,各位觉得新款G68的5系好看，还是上一代G38好看？[666],电车,NULL,https://www.dongchedi.com/ugc/article/7369963270952043276,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7674807567885915201_1_1,positive
2024-03-11,懂车帝,,宝马,宝马5系,G68,7344760344206115638,comment,闭着眼睛也是选奔驰，新5系尾部太丑了,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,7698493677728337871_1_1,negative
2024-05-30,懂车帝,,宝马,宝马5系,G68,7374615655342932009,content,全新宝马5系定义豪华运动天花板  诠释科技之美,油车,NULL,https://www.dongchedi.com/ugc/article/7374615655342932009,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,7725258222865362481_1_1,positive
2024-05-26,懂车帝,,宝马,宝马5系,G68,7373286231049764902,content,全新宝马5系尾灯造型，具有不错的看点,油车,NULL,https://www.dongchedi.com/ugc/article/7373286231049764902,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,7770093057935364933_1_1,positive
2024-01-23,懂车帝,,宝马,宝马5系,G68,1788872868295684,content,全新宝马5系530尊享配备这个雷击木，也叫流金饰板，采用的是措铜工艺，看着咋样？,油车,NULL,https://www.dongchedi.com/ugc/article/1788872868295684,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,7819430444657965290_1_1,neutral
2024-04-24,autohome,宝马5系论坛,宝马,宝马5系,G68,108084905-1444054519,comment,太像广告，不像提车作业,油车,NULL,http://club.autohome.com.cn/bbs/thread/2aa0baf42b1f2041,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,7876900280552857302_1_1,negative
2024-01-27,懂车帝,,宝马,宝马5系,G68,7328718276434296871,content,油电双行，新宝马5系全面上市,油车,NULL,https://www.dongchedi.com/ugc/article/7328718276434296871,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,7887630082687732763_1_1,positive
2024-05-30,懂车帝,,宝马,宝马5系,G68,7374601541971526419,comment,1万公里左右的老款还能值31万，新5系的新车居然30万。,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:37,7895202405492088793_1_1,positive
2024-05-24,懂车帝,,宝马,宝马5系,G68,7372263188517552932,comment,我只开过奥迪，所以我觉得新5系驾驶感受没问题，比奥迪强。,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,7911495778655205514_1_1,positive
2024-04-27,懂车帝,,宝马,宝马5系,G68,7362137797387485993,comment,存款20，小孩结婚都不够，但是四十几了再不疯狂就老了，整个准新525？[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,7936469440073829192_1_1,negative
2024-05-22,autohome,宝马5系论坛,宝马,宝马5系,G68,108278774-1445528336,comment,我觉得是可以的，现在还有优惠,油车,NULL,http://club.autohome.com.cn/bbs/thread/c17b243be0804939,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,7947082746936262741_1_1,positive
2024-06-02,懂车帝,,宝马,宝马i5,G68,7375461255039271734,comment,从来不觉得新五系多丑 设计师的眼光和审美都是超过百分之99的人的,电车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,7947733899650120269_1_1,negative
2024-01-20,懂车帝,,宝马,宝马5系,G68,7325984079147860777,comment,新5系小60了你也买不起[我想静静],油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,7951274779636195569_1_1,positive
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108399840-1446487087,comment,你买吧 凑凑数,油车,NULL,http://club.autohome.com.cn/bbs/thread/badc248ccc118ec5/108399840-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,7977705627611267214_1_1,neutral
2024-04-22,懂车帝,,宝马,宝马5系,G68,7360309572663902986,comment,这个前脸比新5强点,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,8014453045774511213_1_1,positive
2024-04-17,autohome,宝马5系论坛,宝马,宝马5系,G68,108032048-1443715152,comment,有需要的地方吱一声,油车,NULL,http://club.autohome.com.cn/bbs/thread/f1099b1e8cd6ce28,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,8041464106605302033_1_1,neutral
2024-04-09,懂车帝,,宝马,宝马5系,G68,7355722250818945830,comment,新五系这么丑陋，你还考虑[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,8091986350111345752_1_1,negative
2024-01-15,autohome,宝马5系论坛,宝马,宝马5系,G68,107392788-1438290930,comment,盲点检测  装个多少钱呐？,油车,NULL,http://club.autohome.com.cn/bbs/thread/f735abf6bd47c86c,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,8102892302270220937_1_1,neutral
2024-05-10,懂车帝,,宝马,宝马5系,G68,7367247589235786522,comment,宝马新5系回炉重造 是真是假,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:43,8124494931605582032_1_1,neutral
2024-05-21,懂车帝,,宝马,宝马i5,G68,7371287022650409738,comment,新5系的车尾看着像汽配城刚出来,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,8137831868140617441_1_1,positive
2024-05-16,autohome,宝马5系论坛,宝马,宝马5系,G68,108227267-1445222015,comment,我觉得新款比老款看着敦实,油车,NULL,http://club.autohome.com.cn/bbs/thread/3fca4057bad62206/108227267-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,8194184765194205806_1_1,positive
2024-05-05,懂车帝,,宝马,宝马5系,G68,7365135232410518308,comment,看过新五系，我默默的买了老五系[我想静静],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,8245250177223912731_1_1,neutral
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446515894,comment,喷不死你,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,8258023030061051169_1_1,positive
2024-05-19,懂车帝,,宝马,宝马i5,G68,7370365162509402919,comment,新五系最丑是侧面,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,8262314860722021323_1_1,positive
2024-04-05,autohome,宝马5系论坛,宝马,宝马5系,G68,107945911-1443061228,comment,这么多年了，依旧很香,油车,NULL,http://club.autohome.com.cn/bbs/thread/a93ec0f540b5e6b5,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:27,2794419637739163838_1_1,positive
2024-05-30,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445966571,comment,不看后面还行，看了后面真的丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,2880866812220778943_1_1,negative
